id,sales
0.0,12.571057610380093
1.0,14.264671223895743
2.0,14.118368803379107
3.0,14.638159519557066
4.0,17.122252556852914
5.0,17.963051719142438
6.0,18.69850402720083
7.0,13.147133111022942
8.0,14.288396625767371
9.0,13.674050750075292
10.0,16.07154925003906
11.0,16.599306833984187
12.0,16.13481085296729
13.0,19.42037320142674
14.0,12.923350024798731
15.0,14.2564497759195
16.0,14.46703003694156
17.0,15.007903065041575
18.0,16.591444696336374
19.0,18.505738104430243
20.0,18.024848285382507
21.0,13.175478262389303
22.0,15.918722953871036
23.0,14.19463698605912
24.0,15.748007392672992
25.0,15.81598460861435
26.0,17.139081791135993
27.0,19.29075575137732
28.0,12.124779623759112
29.0,14.46865153908168
30.0,14.738523392725746
31.0,17.010520275136034
32.0,17.431045047314218
33.0,20.93053542746756
34.0,22.93207507188791
35.0,15.07061497414831
36.0,17.307437239861596
37.0,17.28050719413674
38.0,17.246571994576637
39.0,18.299108184052546
40.0,19.107482069036784
41.0,21.10173206251452
42.0,14.094637763971027
43.0,16.561349714575865
44.0,18.719949430551274
45.0,18.196522683939108
46.0,18.440142638635535
47.0,19.935890794171915
48.0,21.279890992699936
49.0,12.7453943387715
50.0,15.607967185573838
51.0,15.913815395862219
52.0,19.172025918489044
53.0,19.52527669644597
54.0,18.0178746374281
55.0,20.265830860330485
56.0,15.194932649217069
57.0,16.796042817682306
58.0,16.96593550396342
59.0,20.62477016930177
60.0,22.352548429737794
61.0,22.973833615560235
62.0,24.885645937474397
63.0,16.19403957740484
64.0,18.010461795079664
65.0,18.625681172670365
66.0,18.65251136868621
67.0,20.215853029322716
68.0,22.344440337669713
69.0,24.15504293870894
70.0,16.270769534566323
71.0,19.18050732324931
72.0,20.821131663172
73.0,21.919626389646925
74.0,22.795548224211103
75.0,23.24771854902267
76.0,26.122564975157374
77.0,16.136653905560657
78.0,17.65124596752773
79.0,19.061412392318505
80.0,20.345068681076455
81.0,22.567769016464215
82.0,22.02217558590432
83.0,26.479574575821616
84.0,16.81711047685055
85.0,19.685097496639077
86.0,18.41552956860713
87.0,19.32504596532439
88.0,21.884888191127438
89.0,23.750165861024232
90.0,19.000117650738037
91.0,21.688915652820324
92.0,21.01432187953232
93.0,21.332039312902676
94.0,24.91879844203801
95.0,25.1708872650109
96.0,23.81363817677292
97.0,17.43489257727168
98.0,20.222854802666834
99.0,20.707023882760378
100.0,22.557007207523394
101.0,25.20548438458987
102.0,25.375420942860885
103.0,25.735551950835305
104.0,19.12203684566465
105.0,20.213160280310852
106.0,19.175785880740992
107.0,21.403935190579627
108.0,26.52531346349516
109.0,25.08897680622965
110.0,23.967691477768067
111.0,17.02090726107688
112.0,19.83435972446263
113.0,20.518543782652962
114.0,21.344044676697674
115.0,23.232523757555203
116.0,23.345169265598514
117.0,24.49216794865642
118.0,17.677832489745114
119.0,20.59060510016687
120.0,21.477832285411882
121.0,24.644514821910132
122.0,24.60669525992047
123.0,27.960103809432123
124.0,30.368949260967113
125.0,20.18985365752115
126.0,24.31782093687417
127.0,22.785579795759606
128.0,26.687614404803377
129.0,28.229853675158054
130.0,29.420647391034038
131.0,30.705561557694416
132.0,20.882703454656294
133.0,22.788080778578614
134.0,23.48309788138043
135.0,25.816764385381454
136.0,26.467639496281237
137.0,28.4635653928327
138.0,31.245961513886257
139.0,20.402635976752425
140.0,23.334329280763363
141.0,22.487510095866043
142.0,23.941955915757006
143.0,26.130318291104444
144.0,27.67269372868796
145.0,30.773437704288153
146.0,20.110553439333227
147.0,23.4659455172143
148.0,25.387954115987547
149.0,27.60447055340201
150.0,32.48428840154349
151.0,36.63538773793337
152.0,38.58387155844769
153.0,22.570164218973353
154.0,26.776097033659536
155.0,25.593358043748488
156.0,29.615937179641236
157.0,31.137079919705187
158.0,33.74580578050921
159.0,36.87355036167702
160.0,23.27932576574168
161.0,25.448415751295748
162.0,26.47939009446997
163.0,27.467819901089364
164.0,29.721227338395366
165.0,33.96223269566726
166.0,36.05850425881198
167.0,23.980992943082565
168.0,27.963758436235736
169.0,27.117109981195693
170.0,29.77549730172844
171.0,30.825125592903433
172.0,33.05069723299775
173.0,37.0747870954554
174.0,24.497476002831323
175.0,27.495043414666565
176.0,26.234585067864742
177.0,27.538642127153377
178.0,30.764042243045566
179.0,32.358997238327156
180.0,16.384059255159453
181.0,18.170689004696378
182.0,18.524577992662604
183.0,20.27455852355318
184.0,21.74913047585673
185.0,22.022610665340704
186.0,23.971408166761833
187.0,15.947284773472024
188.0,16.933647430486054
189.0,18.74062034487728
190.0,20.118824445837383
